MOLID	SMILES
BGC0000906_heme_d1	[H+].[H+].[H+].[H+].CC1=C(C2=CC3=NC(=CC4=NC(=C(C4(C)CC(=O)[O-])[O-])C=C5C(C(=O)C(=N5)C=C1[N-]2)(C)CC(=O)[O-])C(=C3/C=C/C(=O)[O-])C)CCC(=O)[O-].[Fe+2]
BGC0000907_lincomycin	CCC[C@@H]1C[C@H](N(C1)C)C(=O)N[C@H](C2[C@@H]([C@@H]([C@H]([C@H](O2)SC)O)O)O)C(C)O
BGC0000908_melanin	CC1=C2C3=C(C4=CNC5=C(C(=O)C(=O)C(=C45)C3=CN2)C)C(=O)C1=O
BGC0000909_melanin	CC1=C2C3=C(C4=CNC5=C(C(=O)C(=O)C(=C45)C3=CN2)C)C(=O)C1=O
BGC0000910_melanin	CC1=C2C3=C(C4=CNC5=C(C(=O)C(=O)C(=C45)C3=CN2)C)C(=O)C1=O
BGC0000911_melanin	CC1=C2C3=C(C4=CNC5=C(C(=O)C(=O)C(=C45)C3=CN2)C)C(=O)C1=O
BGC0000912_melanin	CC1=C2C3=C(C4=CNC5=C(C(=O)C(=O)C(=C45)C3=CN2)C)C(=O)C1=O
BGC0000913_menaquinone	CC1=C(C(=O)C2=CC=CC=C2C1=O)C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C
BGC0000914_methylenomycin	CC12C(C(=C)C(=O)C1(O2)C)C(=O)O
BGC0000915_mitomycin	CC1=C(C(=O)C2=C(C1=O)N3C[C@H]4[C@@H]([C@@]3([C@@H]2COC(=O)N)OC)N4)N
BGC0000916_molybdenum_cofactor	C(C1C(=C(C2C(O1)NC3=C(N2)C(=O)N=C(N3)N)[S-])[S-])OP(=O)([O-])[O-].O=[Mo+2]=O
BGC0000917_molybdenum_cofactor	C(C1C(=C(C2C(O1)NC3=C(N2)C(=O)N=C(N3)N)[S-])[S-])OP(=O)([O-])[O-].O=[Mo+2]=O
BGC0000918_ochronotic_pigment	C(C1C(=C(C2C(O1)NC3=C(N2)C(=O)N=C(N3)N)[S-])[S-])OP(=O)([O-])[O-].O=[Mo+2]=O
BGC0000919_phaseolotoxin	C[C@H](C(=O)N[C@H](CCCCN=C(N)N)C(=O)O)NC(=O)[C@@H](CCCNP(=O)(N)NS(=O)(=O)O)N
BGC0000920_polyhydroxyalkanoates	C[C@H](C(=O)N[C@H](CCCCN=C(N)N)C(=O)O)NC(=O)[C@@H](CCCNP(=O)(N)NS(=O)(=O)O)N
BGC0000921_promysalin	O=C(OC(CCCCCC(O)C(N)=O)CCCCCC)C(CC=C1)N1C(C2=C(O)C=CC=C2)=O
BGC0000922_pseudomonas_quinolone_signal_(pqs)	O=C(OC(CCCCCC(O)C(N)=O)CCCCCC)C(CC=C1)N1C(C2=C(O)C=CC=C2)=O
BGC0000923_paerucumarin	O=C(OC(CCCCCC(O)C(N)=O)CCCCCC)C(CC=C1)N1C(C2=C(O)C=CC=C2)=O
BGC0000924_pyrrolnitrin	C1=CC(=C(C(=C1)Cl)[N+](=O)[O-])C2=CNC=C2Cl
BGC0000925_quinolobactin	C1=CC(=C(C(=C1)Cl)[N+](=O)[O-])C2=CNC=C2Cl
BGC0000926_rhizocticin	C(CC(C(=O)NC(/C=C/CP(=O)(O)O)C(=O)O)N)CN=C(N)N
BGC0000927_roseoflavin	CC1=CC2=C(C=C1N(C)C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(CO)O)O)O
BGC0000928_t3_toxin	CC1=CC2=C(C=C1N(C)C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(CO)O)O)O
BGC0000929_toxoflavin	CN1C2=NC(=O)N(C(=O)C2=NC=N1)C
BGC0000930_trichothecene	CC1=CC2C(C[C@@H]1OC(=O)CC(C)C)(C3([C@@H]([C@H](C(C34CO4)O2)O)OC(=O)C)C)COC(=O)C
BGC0000931_trichothecene	CC1=CC2C(C[C@@H]1OC(=O)CC(C)C)(C3([C@@H]([C@H](C(C34CO4)O2)O)OC(=O)C)C)COC(=O)C
BGC0000932_tropodithietic_acid	CC1=CC2C(C[C@@H]1OC(=O)CC(C)C)(C3([C@@H]([C@H](C(C34CO4)O2)O)OC(=O)C)C)COC(=O)C
BGC0000933_xiamenmycin	CC1=CC2C(C[C@@H]1OC(=O)CC(C)C)(C3([C@@H]([C@H](C(C34CO4)O2)O)OC(=O)C)C)COC(=O)C
BGC0000934_5-acetyl-5,10-dihydrophenazine-1-carboxylic_acid	CC(C1=C2C(N(C(C)=O)C(C=CC=C3)=C3N2)=CC=C1)=O
BGC0000934_5-(2-hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic_acid	CC(C1=C2C(N(C(CO)=O)C(C=CC=C3)=C3N2)=CC=C1)=O
BGC0000934_endophenazine_a1	CC(C1=C2C(N=C(C=CC=C3C/C=C(CO)\\C)C3=N2)=CC=C1)=O
BGC0000934_endophenazine_f	CC(C1=C2C(N(C/C=C(C)/C)C(C3=N2)=CC(C=C3C/C=C(C)\\C)=O)=CC=C1)=O
BGC0000934_endophenazine_g	CC(C1=C2C(N=C(C=CC=C3/C=C/C(C)(O)C)C3=N2)=CC=C1)=O
BGC0000935_esmeraldin	CC1C2=C3C(=CC=C2)NC4=C(C=CC=C4N3C5=C1C6=NC7=C(C=CC=C7N=C6C(=C5)C(=O)O)C(C)OC(=O)C8=C(C=CC=C8O)C)C(=O)O
BGC0000936_pyocyanine	CN1C2=CC=CC=C2N=C3C1=CC=CC3=O
BGC0000937_fosfazinomycin	CN1C2=CC=CC=C2N=C3C1=CC=CC3=O
BGC0000938_fosfomycin	C[C@H]1[C@H](O1)P(=O)([O-])[O-].[Na+].[Na+]
BGC0000939_aerobactin	CC(=O)N(CCCC[C@@H](C(=O)O)NC(=O)CC(CC(=O)N[C@@H](CCCCN(C(=O)C)O)C(=O)O)(C(=O)O)O)O
BGC0000940_desferrioxamine_b	CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O
BGC0000940_desferrioxamine_e	C1CCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CC1)O)O)O
BGC0000941_desferrioxamine_b	CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O
BGC0000942_petrobactin	C1=CC(=C(C=C1/C(=N/CCCNCCCC/N=C(\\O)/CC(O)(C(=O)O)C/C(=N/CCCCNCCC/N=C(\\O)/C2=CC(=C(C=C2)O)O)/O)/O)O)O
BGC0000943_staphylobactin	C1=CC(=C(C=C1/C(=N/CCCNCCCC/N=C(\\O)/CC(O)(C(=O)O)C/C(=N/CCCCNCCC/N=C(\\O)/C2=CC(=C(C=C2)O)O)/O)/O)O)O
BGC0000944_staphyloferrin_a	C(C[C@H](C(=O)[O-])NC(=O)CC(CC(=O)[O-])(C(=O)[O-])O)CNC(=O)CC(CC(=O)[O-])(C(=O)[O-])O
BGC0000945_vibriobactin	C[C@@H]1[C@H](N/C(=C/2\C=CC=C(C2=O)O)/O1)C(=O)N(CCCNC(=O)C3C(O/C(=C\4/C=CC=C(C4=O)O)/N3)C)CCCNC(=O)C5=C(C(=CC=C5)O)O
BGC0000946_vibrioferrin	C[C@@H](C(=O)NCCC(C(=O)O)C(CC(=O)O)(C(=O)O)O)N1C(=O)CC[C@]1(C(=O)O)O
BGC0000947_vibrioferrin	C[C@@H](C(=O)NCCC(C(=O)O)C(CC(=O)O)(C(=O)O)O)N1C(=O)CC[C@]1(C(=O)O)O
BGC0000948_alpha-galactosylceramide	CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)[C@@H]([C@@H](CCCCCCCCCCCCCC)O)O
BGC0000949_a-500359_a	O[C@@H]1[C@H](OC)[C@@]([H])([C@H](C(N)=O)O[C@H]2OC(C(N[C@@H]3C(N[C@H](C)CCC3)=O)=O)=C[C@H](O)[C@@H]2O)O[C@H]1N(C=C4)C(NC4=O)=O
BGC0000949_a-500359_b	O[C@@H]1[C@H](OC)[C@@]([H])([C@H](C(N)=O)O[C@H]2OC(C(N[C@@H]3C(NCCCC3)=O)=O)=C[C@H](O)[C@@H]2O)O[C@H]1N(C=C4)C(NC4=O)=O
BGC0000950_napsamycin_a	CC(C(C(=O)N(/C=C/1\CC(C(O1)N2C=CC(=O)NC2=O)O)C(=O)[C@H](CCSC)NC(=O)NC(CC3=CC(=CC=C3)O)C(=O)O)N)N(C)C(=O)C4CC5=C(CN4)C=CC(=C5)O
BGC0000950_napsamycin_b	CC1C2=C(CC(N1)C(=O)N(C)C(C)C(C(=O)N(/C=C/3\CC(C(O3)N4C=CC(=O)NC4=O)O)C(=O)[C@H](CCSC)NC(=O)NC(CC5=CC(=CC=C5)O)C(=O)O)N)C=C(C=C2)O
BGC0000950_napsamycin_c	CC(C(C(=O)N/C=C\1/CC(C(O1)N2CCC(=O)NC2=O)O)NC(=O)C(CCSC)NC(=O)NC(CC3=CC(=CC=C3)O)C(=O)O)N(C)C(=O)C4CC5=C(CN4)C=CC(=C5)O
BGC0000950_mureidomycin_a	CC(C(C(=O)N(/C=C/1\CC(C(O1)N2C=CC(=O)NC2=O)O)C(=O)[C@H](CCSC)NC(=O)NC(CC3=CC(=CC=C3)O)C(=O)O)N)N(C)C(=O)[C@H](CC4=CC(=CC=C4)O)N
BGC0000950_mureidomycin_b	CC(C(C(=O)N/C=C/1\CC(C(O1)N2CCC(=O)NC2=O)O)NC(=O)C(CCSC)NC(=O)NC(CC3=CC(=CC=C3)O)C(=O)O)N(C)C(=O)C(CC4=CC(=CC=C4)O)N
BGC0000951_pacidamycin_1	O[C@@H]([C@H](N1C(NC(C=C1)=O)=O)O/2)CC2=C\NC([C@@H](NC([C@H](C)NC(N[C@@H](CC3=CNC4=C3C=CC=C4)C(O)=O)=O)=O)[C@@H](N(C)C([C@H](CC5=CC=CC(O)=C5)NC([C@@H](N)C)=O)=O)C)=O
BGC0000951_pacidamycin_2	C[C@H](N)C(=O)N[C@@H](CC1=CC=CC(O)=C1)C(=O)N(C)[C@@H](C)[C@H](NC(=O)[C@H](C)NC(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O)C(=O)N\C=C1\C[C@@H](O)[C@@H](O1)N1C=CC(=O)NC1=O
BGC0000951_pacidamycin_3	C[C@H](N)C(=O)N[C@@H](CC1=CC=CC(O)=C1)C(=O)N(C)[C@@H](C)[C@H](NC(=O)[C@H](C)NC(=O)N[C@@H](CC1=CC=CC(O)=C1)C(O)=O)C(=O)N\C=C1\C[C@@H](O)[C@@H](O1)N1C=CC(=O)NC1=O
BGC0000951_pacidamycin_4	O[C@@H]([C@H](N1C(NC(C=C1)=O)=O)O/2)CC2=C\NC([C@@H](NC([C@H](C)NC(N[C@@H](CC3=CNC4=C3C=CC=C4)C(O)=O)=O)=O)[C@@H](N(C)C([C@H](CC5=CC=CC(O)=C5)N)=O)C)=O
BGC0000951_pacidamycin_5	O[C@@H]([C@H](N1C(NC(C=C1)=O)=O)O/2)CC2=C\NC([C@@H](NC([C@H](C)NC(N[C@@H](CC3=CC=CC=C3)C(O)=O)=O)=O)[C@@H](N(C)C([C@H](CC4=CC=CC(O)=C4)N)=O)C)=O
BGC0000951_pacidamycin_6	O[C@@H]([C@H](N1C(NC(C=C1)=O)=O)O/2)CC2=C\NC([C@@H](NC([C@H](C)NC(N[C@@H](CC3=CNC4=C3C=CC=C4)C(O)=O)=O)=O)[C@@H](N(C)C([C@H](CC5=CC=CC(O)=C5)NC(CN)=O)=O)C)=O
BGC0000951_pacidamycin_7	O[C@@H]([C@H](N1C(NC(C=C1)=O)=O)O/2)CC2=C\NC([C@@H](NC([C@H](C)NC(N[C@@H](CC3=CC=CC=C3)C(O)=O)=O)=O)[C@@H](N(C)C([C@H](CC4=CC=CC(O)=C4)NC(CN)=O)=O)C)=O
BGC0000951_pacidamycin_d	C[C@@H]([C@@H](C(=O)N/C=C\1/C[C@H]([C@@H](O1)N2C=CC(=O)NC2=O)O)NC(=O)[C@H](C)NC(=O)N[C@@H](CC3=CNC4=CC=CC=C43)C(=O)O)N(C)C(=O)[C@H](C)N
BGC0000952_pristinamycin	CCC1C(=O)N2CCCC2C(=O)N(C(C(=O)N3CCC(=O)CC3C(=O)NC(C(=O)OC(C(C(=O)N1)NC(=O)C4=C(C=CC=N4)O)C)C5=CC=CC=C5)CC6=CC=CC=C6)C.C[C@@H]1/C=C/C(=O)NC/C=C/C(=C/[C@H](CC(=O)CC2=NC(=CO2)C(=O)N3CCC=C3C(=O)O[C@@H]1C(C)C)O)/C
BGC0000953_amicetin	CC1C(CCC(O1)N2C=CC(=NC2=O)NC(=O)C3=CC=C(C=C3)NC(=O)C(C)(CO)N)OC4C(C(C(C(O4)C)N(C)C)O)O
BGC0000954_ajudazol	C1(C[C@H](C)[C@@H]2OC(=O)C3=C(O)C(C)=CC=C3[C@H]2O)N=C(C(C/C=C\C=C/CC/C=C/CN(C)C(/C=C(\C)/OC)=O)=C)OC=1
BGC0000955_althiomycin	C1(C[C@H](C)[C@@H]2OC(=O)C3=C(O)C(C)=CC=C3[C@H]2O)N=C(C(C/C=C\C=C/CC/C=C/CN(C)C(/C=C(\C)/OC)=O)=C)OC=1
BGC0000956_andrimid	C/C=C/C=C/C=C/C(=O)N[C@@H](CC(=O)N[C@@H](C(C)C)C(=O)[C@H]1[C@@H](C(=O)NC1=O)C)C2=CC=CC=C2
BGC0000957_ansatrienin_(mycotrienin)	CC1C(C/C=C\C=C/C=C\C(CC(=O)NC2=CC(=O)C=C(C2=O)CC/C=C(\C1O)/C)OC)OC(=O)[C@@H](C)NC(=O)C3CCCCC3
BGC0000958_antimycin	CCCCCC[C@@H]1[C@H]([C@@H](OC(=O)[C@H]([C@H](OC1=O)C)NC(=O)C2=C(C(=CC=C2)NC=O)O)C)OC(=O)CC(C)C
BGC0000959_aspyridone_a	CC[C@H](C)C[C@H](C)C(=O)C1=C(C(=CNC1=O)C2=CC=C(C=C2)O)O
BGC0000960_azinomycin_b	CC1=CC=CC2=C(C=C(C=C12)OC)C(=O)O[C@H](C(=O)N/C(=C/3\[C@H]([C@@H]([C@H]4N3C4)O)OC(=O)C)/C(=O)N/C(=C/O)/C(=O)C)[C@@]5(CO5)C
BGC0000961_bactobolin	C[C@@H](C(=O)N[C@@H]1[C@@H]2[C@H]([C@@H](CC(=C2C(=O)O[C@]1(C)C(Cl)Cl)O)O)O)N
BGC0000962_barbamide	CC(C/C(=C\\C(=O)N(C)C(CC1=CC=CC=C1)C2=NC=CS2)/OC)C(Cl)(Cl)Cl
BGC0000963_bleomycin	CC1=C(N=C(N=C1N)C(CC(=O)N)NCC(C(=O)N)N)C(=O)NC(C(C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)NC(C)C(C(C)C(=O)NC(C(C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O
BGC0000964_burkholdac_a	O=C(NC(C(C)C)C(O)CC1=O)C(CSSCC/C=C/C2O1)NC(C(NC(C2)=O)CCSC)=O
BGC0000965_c-1027	CC1(C(C(C(C(O1)O[C@]23C=CC=C2C#C/C/4=C\C#C[C@H]3OC5=C(C=C(C=C5Cl)[C@H](CC(=O)OC[C@@H]4OC(=O)C6=CC(=CC7=C6NC(=O)C(=C)O7)OC)N)O)O)O)N(C)C)C
BGC0000966_caerulomycin_a	COC1=C/C(=C/N=O)/NC(=C1)C2=CC=CC=N2
BGC0000967_calyculin_a	C[C@H]1[C@@H](C[C@@]2(C([C@H]([C@H](O2)[C@H](C[C@@H]([C@H](C)[C@@H]([C@H](C)/C=C(\C)/C(=C/C=C/C(=C\C#N)/C)/C)O)O)OC)OP(=O)(O)O)(C)C)O[C@H]1C/C=C/C3=COC(=N3)[C@@H](C)CCNC(=O)[C@H]([C@H]([C@H](COC)N(C)C)O)O)O
BGC0000967_phosphocalyculin_a	COC[C@H](N(C)C)[C@H](O)[C@H](O)C(NCC[C@H](C)C1=NC(/C=C/C[C@H]2[C@@H](C)[C@H](O)CC3(C(C)(C)[C@@H](OP(O)(OP(O)(O)=O)=O)[C@@H]([C@@H](OC)C[C@H](O)[C@H](C)[C@H](O)[C@H](C)/C=C(C)/C(C)=C/C=C/C(C)=C\\[N+]#[C-])O3)O2)=CO1)=O
BGC0000967_calyculinamide_a	COC[C@H](N(C)C)[C@H](O)[C@H](O)C(NCC[C@H](C)C1=NC(/C=C/C[C@H]2[C@@H](C)[C@H](O)CC3(C(C)(C)[C@@H](OP(O)(OP(O)(O)=O)=O)[C@@H]([C@@H](OC)C[C@H](O)[C@H](C)[C@H](O)[C@H](C)/C=C(C)/C(C)=C/C=C/C(C)=C\\[N+]#[C-])O3)O2)=CO1)=O
BGC0000967_dephosphonocalyculin_a	COC[C@H](N(C)C)[C@H](O)[C@H](O)C(NCC[C@H](C)C1=NC(/C=C/C[C@H]2[C@@H](C)[C@H](O)CC3(C(C)(C)[C@@H](O)[C@@H]([C@@H](OC)C[C@H](O)[C@H](C)[C@H](O)[C@H](C)/C=C(C)/C(C)=C/C=C/C(C)=C\\[N+]#[C-])O3)O2)=CO1)=O
BGC0000968_chaetoglobosins	CC[C@H]1[C@H]2[C@@H](NC(=O)[C@@]23[C@@H](/C=C/C[C@@H](/C=C(\\[C@H](C(=O)/C=C/C3=O)O)/C)C)[C@H]4[C@@]1(O4)C)[C@@H](C)C5=CNC6=CC=CC=C65
BGC0000969_chondramid_a	C1(=O)NC(C2C=CC(O)=CC=2)C(OC)C(OC(C(C)C=C(C)CC(C)C(=O)NC(C)C(=O)N(C)C1CC1C2C=CC=CC=2NC=1)C)=O
BGC0000970_chondrochloren	O(C)[C@@H](C(=O)N/C=C\C1C=CC(O)=C(Cl)C=1)[C@H](O)[C@@H](/C=C(\C)/C(=O)[C@@H](C)[C@@H](O)[C@H](C)CCCC)OC
BGC0000971_cinnabaramide	[H][C@]1([C@@H]([C@]([C@@]2(C)O3)(NC([C@@]2(CCCCCC)[H])=O)C3=O)O)CCCC=C1
BGC0000972_n-myristoyl-d-asparagine	CCCCCCCCCCCCCC(N[C@@H](C(O)=O)CC(N)=O)=O
BGC0000972_cis-7-tetradecenoyl-d-asparagine	CCCCCCC=CCCCCCC(N[C@@H](C(O)=O)CC(N)=O)=O
BGC0000972_(r)-n1-((s)-5-oxohexan-2-yl)-2-tetradecanamidosuccinamide	CCCCCCCCCCCCCC(N[C@@H](C(N[C@@H](C)CCC(C)=O)=O)CC(N)=O)=O
BGC0000973_collismycin_a	COC1=C(/C(=C\\N=O)/NC(=C1)C2=CC=CC=N2)SC
BGC0000974_crocacin	C[C@@H](/C=C/C(=C/C(=O)N/C=C\C/C=C\C(=O)NCC(=O)OC)/C)[C@@H]([C@H](C)[C@H](/C=C/C1=CC=CC=C1)OC)OC
BGC0000975_cryptophyicin_1	C[C@@H]1CNC(=O)[C@H](NC(=O)/C=C/C[C@H](OC(=O)[C@@H](OC1=O)CC(C)C)[C@H](C)[C@@H]2[C@H](O2)C3=CC=CC=C3)CC4=CC(=C(C=C4)OC)Cl
BGC0000976_curacin_a	C[C@H]1CC1C2=N[C@@H](CS2)/C=C\CC/C=C/C=C(\C)/CC[C@H](CC=C)OC
BGC0000977_cyclopiazonic_acid	CC(=O)C1=C([C@@H]2[C@@H]3[C@@H](CC4=C5C3=CNC5=CC=C4)C(N2C1=O)(C)C)O
BGC0000978_cylindrospermopsin	C[C@H]1[C@H](C[C@@H]2C[C@@H](NC3=NC[C@H]1N23)[C@@H](C4=CC(=O)NC(=O)N4)O)OS(=O)(=O)O
BGC0000979_cylindrospermopsin	C[C@H]1[C@H](C[C@@H]2C[C@@H](NC3=NC[C@H]1N23)[C@@H](C4=CC(=O)NC(=O)N4)O)OS(=O)(=O)O
BGC0000980_cylindrospermopsin	C[C@H]1[C@H](C[C@@H]2C[C@@H](NC3=NC[C@H]1N23)[C@@H](C4=CC(=O)NC(=O)N4)O)OS(=O)(=O)O
BGC0000981_cylindrospermopsin	C[C@H]1[C@H](C[C@@H]2C[C@@H](NC3=NC[C@H]1N23)[C@@H](C4=CC(=O)NC(=O)N4)O)OS(=O)(=O)O
BGC0000982_cystothiazole_a	C[C@H]([C@H](/C=C/C1=CSC(=N1)C2=CSC(=N2)C(C)C)OC)/C(=C\C(=O)OC)/OC
BGC0000983_cytochalasin_e	C[C@H]1C/C=C/[C@H]2[C@H]3[C@](O3)([C@H]([C@@H]4[C@]2(C(=O)N[C@H]4CC5=CC=CC=C5)OC(=O)O/C=C/[C@@](C1=O)(C)O)C)C
BGC0000983_cytochalasin_k	C[C@H]1C/C=C/[C@H]2[C@@H](C(=C([C@@H]3[C@]2(C(=O)N[C@H]3CC4=CC=CC=C4)OC(=O)O/C=C/[C@@](C1=O)(C)O)C)C)O
BGC0000984_delftibactin_a	C/C=C(/C(=O)NC(CCCN(C=O)O)C(=O)NC(CO)C(=O)NC(CCCN=C(N)N)C(=O)NC1CCCN(C1=O)O)\NC(=O)CNC(=O)C(C(C)O)NC(=O)C(C(C(=O)O)O)NC(=O)C(C)C(C(C)N)O
BGC0000984_delftibactin_b	C/C=C(/C(=O)NC(CCCN(C(=O)C)O)C(=O)NC(CO)C(=O)NC(CCCN=C(N)N)C(=O)NC1CCCN(C1=O)O)\NC(=O)CNC(=O)C(C(C)O)NC(=O)C(C(C(=O)O)O)NC(=O)C(C)C(C(C)N)O
BGC0000985_didemnin_b	CC[C@H](C)[C@@H]1[C@H](CC(=O)O[C@H](C(=O)[C@@H](C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N([C@H](C(=O)O[C@@H]([C@@H](C(=O)N1)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]3CCCN3C(=O)C(C)O)C)CC4=CC=C(C=C4)OC)C)CC(C)C)C)C(C)C)O
BGC0000985_nordidemnin_b	CC[C@H](C)[C@@H]1[C@H](CC(=O)O[C@H](C(=O)[C@@H](C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N([C@H](C(=O)O[C@@H]([C@@H](C(=O)N1)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]3CCCN3C(=O)C(C)O)C)CC4=CC=C(C=C4)OC)C)CC(C)C)C)C(C)C)O
BGC0000985_didemnin_x	CC[C@H](C)[C@@H]1[C@H](CC(=O)O[C@H](C(=O)[C@@H](C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N([C@H](C(=O)O[C@@H]([C@@H](C(=O)N1)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]3CCCN3C(=O)C(C)O)C)CC4=CC=C(C=C4)OC)C)CC(C)C)C)C(C)C)O
BGC0000985_didemnin_y	CC[C@H](C)[C@@H]1[C@H](CC(=O)O[C@H](C(=O)[C@@H](C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N([C@H](C(=O)O[C@@H]([C@@H](C(=O)N1)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]3CCCN3C(=O)C(C)O)C)CC4=CC=C(C=C4)OC)C)CC(C)C)C)C(C)C)O
BGC0000986_dkxanthene	CC[C@H](C)[C@@H]1[C@H](CC(=O)O[C@H](C(=O)[C@@H](C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N([C@H](C(=O)O[C@@H]([C@@H](C(=O)N1)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]3CCCN3C(=O)C(C)O)C)CC4=CC=C(C=C4)OC)C)CC(C)C)C)C(C)C)O
BGC0000988_epothilone	C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](OC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C)C
BGC0000989_epothilone	C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](OC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C)C
BGC0000990_epothilone	C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](OC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C)C
BGC0000991_epothilone	C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](OC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C)C
BGC0000992_fusaridione_a	C/C=C/[C@@H]1C=C[C@@H]2C[C@@H](CC[C@H]2[C@]1(C)C(=O)C3=C(N([C@H](C3=O)CO)C)O)C
BGC0000993_fk228	CC=C1C(=O)NC(C(=O)OC2CC(=O)NC(C(=O)NC(CSSCCC=C2)C(=O)N1)C(C)C)C(C)C
BGC0000994_fk520	CC[C@@H]1/C=C(/C[C@@H](C[C@@H]([C@@H]2[C@H](C[C@H]([C@@](O2)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@@H]([C@H](CC1=O)O)C)/C(=C/[C@@H]4CC[C@H]([C@@H](C4)OC)O)/C)O)C)OC)OC)C)\C
BGC0000995_fr901464	C[C@H]1C[C@H]([C@H](O[C@H]1C/C=C(\C)/C=C/[C@@H]2[C@H]([C@@]3(C[C@@](O2)(C)O)CO3)O)C)NC(=O)/C=C\[C@H](C)OC(=O)C
BGC0000996_frontalamide_b	O=C(NCCC(O)C1C(O)=C(C(/C=C/2)=O)C(N1)=O)/C=C\\C[C@H]([C@]3([H])[C@]4([H])[C@@]5([H])[C@@](C[C@H](C=C)[C@@H]5C)([H])C3)[C@H]2CC4=O
BGC0000997_glidobactin	CCCCCCC/C=C/C=C/C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H]1C[C@H](CCNC(=O)/C=C\[C@@H](NC1=O)C)O
BGC0000998_guadinomine	CCCCCCC/C=C/C=C/C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H]1C[C@H](CCNC(=O)/C=C\[C@@H](NC1=O)C)O
BGC0000999_heat-stable_antifungal_factor	CCCCCCC/C=C/C=C/C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H]1C[C@H](CCNC(=O)/C=C\[C@@H](NC1=O)C)O
BGC0001000_hectochlorin	C[C@H]1[C@@H](OC(=O)C2=CSC(=N2)[C@H](C(OC(=O)C3=CSC(=N3)[C@@H](OC1=O)C(C)(C)O)(C)C)OC(=O)C)CCCC(C)(Cl)Cl
BGC0001001_jamaicamide	C[C@H]1C=CC(=O)N1C(=O)/C=C(\CCNC(=O)CC/C=C/C(C)CC/C(=C/Cl)/CCCC#CBr)/OC
BGC0001001_jamaicamide_b	C[C@H]1C=CC(=O)N1C(=O)/C=C(\CCNC(=O)CC/C=C/C(C)CC/C(=C/Cl)/CCCC#C)/OC
BGC0001001_jamaicamide_c	C[C@H]1C=CC(=O)N1C(=O)/C=C(\CCNC(=O)CC/C=C/C(C)CC/C(=C/Cl)/CCCC=C)/OC
BGC0001002_jawsamycin	C[C@H]1C=CC(=O)N1C(=O)/C=C(\CCNC(=O)CC/C=C/C(C)CC/C(=C/Cl)/CCCC=C)/OC
BGC0001003_alpha-lipomycin	CC(C)C(O[C@H]1C[C@H](O)[C@H](O)[C@@H](C)O1)C(C)\\C=C(C)\C=C\C=C\C=C\C=C\C(=O)C1=C(O)C(CCC(O)=O)N(C)C1=O
BGC0001004_lobophorin_b	C/C/1=C\CC[C@@]2([C@H](O2)CC/C(=C/[C@@H]3C(=C(CO3)COC(=O)C)CC1)/C)C
